"ID","AGE","WEIGHT","ID_NUMBER","GENDER","NATIONALITY"
10344,51,77,"HN80482454XYG1508218E8632545",1,"Lesotho"
10345,63,39,"PR54361381QDX4758200M5178715",1,"Mayotte"
10346,30,61,"YI40525547BDZ6947786K5488182",1,"Fiji"
10347,53,137,"JG51163682SIV7142484O7333698",1,"France"
10348,28,105,"SK20425395VQG6497840V5623051",2,"San Marino"
10349,12,139,"JN12366121YXP2397480J9600246",1,"Trinidad and Tobago"
10350,50,140,"LE36155489CRD4724023X8221732",1,"Liechtenstein"
10351,79,104,"TD20483377NHW7354864T3831823",2,"Swaziland"
10352,35,79,"BM33715635AEZ8146432C4646663",2,"Cyprus"
10353,7,128,"HQ71752686KVD2547695M4963190",1,"New Caledonia"
10354,2,125,"PO47264361VIW4137121G9265688",1,"Romania"
10355,24,108,"KC38908288XTC7849838J6345645",2,"Mayotte"
10356,22,37,"NZ72515684VYQ7363565C0252231",2,"United States"
10357,6,56,"PC19080853TXV6331737D2515001",1,"Gibraltar"
10358,78,52,"XX71373285HCB3874432W9435515",1,"Fiji"
10359,15,60,"TF81285447KVW8476464G3546439",1,"Cayman Islands"
10360,85,84,"HF74577550DGK4257385D3203087",2,"Norfolk Island"
10361,2,33,"IO58225576LQU0992976A7756632",1,"Gambia"
10362,23,100,"VX48246511GXD7778191V5441288",1,"Mozambique"
10363,11,49,"BP41834398WPN6369234C6574688",1,"Åland Islands"
10364,64,59,"KN85958444LGN8565376W5237523",1,"Congo, the Democratic Republic of the"
10365,2,76,"JK18461647SMU7730223Y2644375",1,"Lebanon"
10366,38,71,"LS44816876QQJ8232958T1445832",2,"French Polynesia"
10367,29,59,"VB42819502RPY2452228X7453263",1,"Bulgaria"
10368,76,100,"MW28166847OHE6975265J3496280",2,"Serbia"
10369,86,111,"PM20315270RCL7278304Q1352607",2,"Chile"
10370,8,32,"EI28233370JGO7790218G8636739",1,"Papua New Guinea"
10371,84,129,"CO41069566VZA7691413Y0844452",2,"Taiwan"
10372,65,71,"TH41375692VHU7548547Y0315288",2,"Indonesia"
10373,36,112,"EV82544714PCT5617737D5667681",2,"Palestine, State of"
10374,25,38,"KM68611188GGK5411087Q7667182",1,"Iceland"
10375,88,99,"BK58585971AVB7543345P7465428",1,"French Guiana"
10376,13,73,"XW98942279CYT6989163V4350166",1,"Cape Verde"
10377,52,133,"BN64759698QQN8648885B7735078",1,"Reunion"
10378,58,69,"KL49641621VVS1378176S2864154",1,"Suriname"
10379,29,63,"WC25572383HXQ9424345R5229643",1,"Ireland"
10380,31,103,"BS81256023SVZ2582527K1827565",1,"Barbados"
10381,55,110,"LB28423297PFK3102118B8948453",2,"Philippines"
10382,45,88,"DR46643854JPW1314413S1088666",1,"Denmark"
10383,19,42,"KN57273936FPL9459803P2701528",1,"Saint Kitts and Nevis"
10384,22,123,"LO07134014LKA2137282F0251585",2,"South Georgia and The South Sandwich Islands"
10385,40,71,"DV62833362KMU0516618O3815658",1,"Algeria"
10386,82,120,"DF47705086KVF4256733I3587584",1,"Mexico"
10387,63,137,"LG49727562HLM6243347M6067395",2,"Iran"
10388,41,121,"EH23356306CQK6708352H2772548",1,"Korea, South"
10389,9,52,"PF11081665HYS4828199F7818813",1,"Cape Verde"
10390,38,73,"BX76530451HGQ8754426H7654156",1,"Pitcairn Islands"
10391,57,122,"YL15706470CFC8827746L0916418",2,"Philippines"
10392,13,92,"HI35092801HLW1394018Z3104432",1,"Syria"
10393,80,45,"VO53778283GRB6185022M8057175",1,"Somalia"
10394,20,41,"KN82771586TQG7361286I9886237",2,"Uzbekistan"
10395,56,115,"WU76237512IUL4787954W8334586",1,"Uruguay"
10396,78,57,"IC78253618PHS5860258F2536824",2,"Sudan"
10397,10,76,"KS57521667XBC6829316I2283657",1,"Netherlands"
10398,28,72,"KJ34226452OSG0758561D0412616",1,"Slovenia"
10399,62,64,"VP52135534ISX6164373H0636525",1,"Norway"
10400,71,37,"LJ45835621NKN1766128B7386125",1,"Faroe Islands"
10401,45,122,"KQ21699126CCH5827086Y1420469",1,"Guernsey"
10402,29,126,"QB45716265EZC9158071A8414764",1,"Czech Republic"
10403,38,63,"BL50222651DYK9556795A4456392",2,"Benin"
10404,50,125,"VP63597066WMK5797864S5754500",1,"Brunei"
10405,83,102,"EO14191269BQY6137989G4445367",2,"Hungary"
10406,70,62,"NO48326546SUC7551385M5452877",2,"Senegal"
10407,5,45,"WC11316987PQX2416362C4563956",2,"Laos"
10408,51,72,"PJ47288523YFR6545283Z0954851",2,"Bhutan"
10409,25,68,"VM04107006RVS9892740M4633877",1,"New Caledonia"
10410,48,118,"HJ66721756GHH2452414D6458427",1,"Finland"
10411,61,105,"WY11352051YEY4827676R0266101",1,"Ethiopia"
10412,33,98,"SJ18275769CFC0727011U2404364",1,"Uzbekistan"
10413,61,133,"VH87869773ZIS8376923C8663962",2,"Tajikistan"
10414,72,34,"HV74036189EIK6405979J0334158",2,"Colombia"
10415,54,91,"CU14578146WMJ9795382Q1792777",1,"Pakistan"
10416,26,86,"RU12367224QYE9454797O2655368",1,"Antarctica"
10417,29,107,"OM12915176DVC5421843L9964257",1,"Japan"
10418,31,101,"PU56139426JSO5555315I2153476",1,"Singapore"
10419,48,41,"RQ67831478TSP5323210G8855249",2,"Venezuela"
10420,85,64,"YS60447156FMM9614065N7538672",1,"Saint Martin"
10421,76,80,"WB59219753YNW8549738H5647147",1,"China"
10422,51,100,"NJ16199741IHO1173767U9637241",2,"Turkey"
10423,84,76,"LL88134209JHX1768754F6114196",1,"Liberia"
10424,15,89,"IT12110263NRH1762076W5040483",1,"Portugal"
10425,85,80,"MH49733095IKP3818326D1697524",1,"Bhutan"
10426,60,91,"ND34661834WKN3513923Z2894791",1,"Micronesia"
10427,34,59,"NV72441841IRA2273320A7741611",2,"French Southern Territories"
10428,6,72,"DB44532962KKD1474316F1425468",2,"Botswana"
10429,62,105,"JS33840815LQN8215763Z5273788",1,"Sao Tome and Principe"
10430,14,133,"AC55487323YZT0347842A2197602",1,"Wallis and Futuna"
10431,9,135,"TJ35932889ASS9162742C8418214",2,"Taiwan"
10432,55,96,"TT19378365GOL2574647X5130723",2,"Swaziland"
10433,12,60,"PN58652377NNV5379371U6859924",2,"Albania"
10434,75,114,"YV00542687UBI2853607Q4838442",1,"Afghanistan"
10435,22,137,"WK25056411OKC3109226K8828048",2,"Canada"
10436,30,117,"IM64234263RNX7581072U0514244",2,"Gambia"
10437,61,67,"SC55275234SAE3262238P0178514",2,"Gabon"
10438,71,45,"MQ02850269TDC4868279I9655723",1,"Lesotho"
10439,70,130,"AI73038450DHU5756327W6362561",1,"Georgia"
10440,85,100,"CT02204638CSX7826482T2127723",2,"Lesotho"
10441,34,95,"DJ28238223XGZ5333621A7849771",1,"Svalbard and Jan Mayen Islands"
10442,43,31,"RU66166674LMA6416409Z7018321",2,"Gambia"
10443,70,94,"FT60255578JKR1765466T2264473",1,"Madagascar"
10444,63,109,"NO41638392KBK1507220Z0170494",2,"Bosnia and Herzegovina"
10445,12,124,"HB18887028ZVI4103423U3341753",1,"Antigua and Barbuda"
10446,77,68,"LG54408452EMX4313567C4533247",2,"India"
10447,75,127,"NC09164981INU4477756T8578857",1,"United Kingdom (Great Britain)"
10448,18,47,"HG06858954JNJ2122921Q6871180",2,"Jordan"
10449,61,127,"FY35277020XRE4083963K5618318",2,"Zambia"
10450,69,33,"HO48424814MFF5515411I5446373",2,"Holy See (Vatican City State)"
10451,17,77,"KR80027273TSQ4331436V4535988",2,"Virgin Islands, United States"
10452,9,59,"LQ64209972TFP5976673O7354807",2,"Mauritania"
10453,57,137,"HT24363245CMA8973517D5040822",2,"Argentina"
10454,32,86,"EH61275576ECS7815351V4086668",1,"Ghana"
10455,36,55,"IG76388730JNM6162872X6848925",1,"Central African Republic"
10456,55,116,"EL75237593SFW2523172Y9748359",1,"Monaco"
10457,15,93,"HH97597442UAQ3117542C2303103",1,"Palau"
10458,17,64,"GV80443984IPU7698487B6782787",2,"Guinea"
10459,21,79,"CF94410218VOJ1572544U3978531",2,"New Caledonia"
10460,32,45,"JA76145489YQV3935596A8458175",1,"Tuvalu"
10461,58,105,"UP06738997BVE2362372B4567664",1,"Dominica"
10462,34,47,"MT21018145GTZ4352012J8616558",2,"Saint Helena, Ascension and Tristan da Cunha"
10463,63,78,"LJ73668376RYW6117585Q4650036",1,"Antarctica"
10464,75,34,"WI32204598WUO6306612M2650445",1,"Holy See (Vatican City State)"
10465,78,61,"PS16667096MKQ0897722Q0304352",2,"Denmark"
10466,85,59,"PX76435747REN6786677F3551144",2,"Bahrain"
10467,54,135,"OY36807280NFG1877191M4801148",1,"Uzbekistan"
10468,2,36,"EC95255228ICB4261669N2644640",1,"Viet Nam"
10469,11,31,"HO73311526RJX6776617N3470517",2,"Poland"
10470,48,90,"SU24455568VYK6811288P3152653",1,"India"
10471,51,87,"PE38584893DKV0025814K8889624",2,"Mayotte"
10472,23,67,"TN41868173PQK2213678T2418585",2,"Kyrgyzstan"
10473,84,134,"HV43676765IWL6836479V9668702",1,"Vanuatu"
10474,67,68,"LX95045037YBU5273311D6485961",2,"Bolivia"
10475,76,125,"MD56886280KFA5606975F8191323",2,"Egypt"
10476,76,127,"LO15317658EHB4354766F7694051",2,"Cameroon"
10477,27,91,"TK52148304VES4945793C5164225",2,"Oman"
10478,66,120,"KV30268196XUB6091327E7335853",2,"Mayotte"
10479,12,55,"OI33484780XQC5017381J4407616",1,"Isle of Man"
10480,33,79,"OR97871583VIG7103085E1803446",2,"Malawi"
10481,4,98,"CV41844744EOY2697442Z3763173",2,"South Sudan"
10482,16,39,"DI02832345CUI4800538T4991774",1,"Saint Martin"
10483,29,77,"HS72328756VMJ5672952D7779976",2,"Gambia"
10484,72,126,"YI23272079RUU1147155B2531715",1,"Cape Verde"
10485,36,84,"LF28217768AHS1911055T2105424",2,"British Indian Ocean Territory"
10486,58,113,"QZ78322425SHM6559352K9227657",1,"Andorra"
10487,72,94,"DX77149710RRY7928935R8598250",1,"Mozambique"
10488,28,124,"GZ12212443LYQ0738514P1976512",2,"Samoa"
10489,44,42,"OP04623241JWD6441937B1547421",2,"Turks and Caicos Islands"
10490,80,126,"VH79624422CYT5365000R1348066",1,"Congo (Brazzaville)"
10491,24,48,"UE84316402OWV3277419Q6939947",2,"Hungary"
10492,62,104,"MY19720975DBJ9547014V1411770",2,"Gambia"
10493,25,44,"OW14510744SHW6973116I3079445",2,"Congo (Brazzaville)"
10494,42,114,"NI52764814OBV6681367K5883233",1,"Jersey"
10495,32,51,"QY05226268NAI4678264M7956668",1,"Tajikistan"
10496,37,67,"CU07544618WXA5881186R8135625",2,"Iran"
10497,19,122,"HQ24647817NTW5786607I9731632",1,"Albania"
10498,54,85,"UT91726558IWI3766874E3772923",2,"Fiji"
10499,9,109,"NV16407265YPY7547214B4879647",2,"India"
10500,8,67,"HF13080600HDM5617942O4109584",2,"Argentina"
11501,8,97,"VX46537363DKK8350022S7757802",1,"Germany"
11502,57,57,"QK42824872ZSM1406552H2392123",1,"Hong Kong"
11503,75,41,"FJ38816757NBW9186552S2131259",1,"Pitcairn Islands"
11504,27,127,"JK26186328XVN5342495Z1296334",1,"Togo"
11505,15,69,"AQ68292136WYU8555265H9432638",2,"Congo (Brazzaville)"
11506,38,42,"TT36138577LWZ9610315N4466667",2,"Saint Helena, Ascension and Tristan da Cunha"
11507,19,62,"PL16572166DRA9991259Z0197098",1,"Iceland"
11508,3,92,"JN78774465NMR1964674Y7162047",2,"United States Minor Outlying Islands"
11509,19,41,"YT85661078UIX8687744S8549572",1,"China"
11510,58,65,"FU60185894FQC5819404C6173751",1,"Virgin Islands, British"
11511,62,78,"IR45177996BTK3015526M3513143",2,"Western Sahara"
11512,15,38,"HP38758661DDP4358238Q1561005",1,"Macao"
11513,65,91,"JR32324824VNM3885856T5593435",2,"Costa Rica"
11514,13,119,"XZ69477572YBQ8179215T1812251",2,"Israel"
11515,54,52,"TM72492186VNS6984308Y3030655",2,"Cook Islands"
11516,15,71,"SL52735758JOJ2757865J8462848",1,"Liberia"
11517,6,48,"DH24325211CJV6713818Y3526036",1,"Dominica"
11518,31,52,"BK44540341KBC3541380J6588722",1,"Burkina Faso"
11519,60,117,"HY90226535QYM0814022W2226804",1,"Martinique"
11520,2,64,"DC95239384YJW1034144Q7567638",1,"Saint Kitts and Nevis"
11521,86,86,"UB34551043ZCY9234192R4332917",1,"Timor-Leste"
11522,72,54,"IT26523825SQP6979226L9770769",1,"Lithuania"
11523,42,53,"OX14452492CXO5417122O3094584",1,"Chile"
11524,21,125,"DX69871026OQU1412792F3239346",1,"Russian Federation"
11525,29,102,"GW98859722VVF3037041W4175844",1,"Guyana"
11526,83,99,"NV85348335QSV1877675Y8653499",1,"Uganda"
11527,66,57,"HN08827681PFH7325932C0634498",1,"Turkmenistan"
11528,80,86,"XL63772813NQF6606781Y3421117",2,"Montenegro"
11529,74,130,"YJ35862508ZFJ9313748X7585856",2,"Micronesia"
11530,7,135,"PK24214635XHV8199432Q6322127",1,"Portugal"
11531,73,80,"NU76624751VUX5186552S9351474",1,"Martinique"
11532,17,119,"OD85326652NKC7287348M6454567",2,"Vanuatu"
11533,71,88,"KG67480051RUY8976287S5336088",2,"Saint Helena, Ascension and Tristan da Cunha"
11534,29,117,"PL60564722XGP1985418M8378632",1,"Congo, the Democratic Republic of the"
11535,84,64,"KK36372943ENI6251414U1752788",2,"Aruba"
11536,2,112,"TJ17664253JYX5493206L3267125",2,"Nigeria"
11537,48,118,"RC41203457TNL0222515R0838025",2,"Cyprus"
11538,81,83,"ZY23941620KAL6453127J8256573",1,"Latvia"
11539,57,137,"XN64199334JHV0643327L2663777",2,"Tajikistan"
11540,50,125,"VE65924521UNQ4967157K1146764",1,"El Salvador"
11541,71,121,"JW29865399JCJ7207461R5862908",2,"Mali"
11542,42,67,"RJ65099432SNM4141916W5688547",2,"Cyprus"
11543,53,77,"HJ98057331THG7388637Y0184833",2,"Canada"
11544,25,77,"MK72682188LBR5076797B2522768",1,"United Kingdom (Great Britain)"
11545,47,30,"QT72347735LNJ8481723D3032477",2,"South Georgia and The South Sandwich Islands"
11546,42,113,"MW51929350IQU8343234U7139814",1,"Hungary"
11547,38,135,"AC94810179JKF3558863M3122456",2,"Wallis and Futuna"
11548,41,51,"VN73383118WJH4054110M4940378",2,"Christmas Island"
11549,34,41,"PL34615932CUP1734690W4158223",2,"United Arab Emirates"
11550,78,106,"PI52845535OVP0159313B4026707",1,"Rwanda"
11551,81,49,"VY11283124DOY2141526H1430123",1,"Belize"
11552,15,89,"IV33752186JUJ4798352R8731103",2,"New Caledonia"
11553,4,81,"UW18147747ODX7900749P5527825",2,"Kenya"
11554,69,95,"WM58858849YAN0288773W2323881",2,"Swaziland"
11555,21,105,"JU35248118GPS7481367C3270496",2,"Tanzania"
11556,10,110,"IG26042366POL7534352Y5131162",1,"Christmas Island"
11557,51,130,"AQ34853543LTG6604582R2160401",2,"Egypt"
11558,78,64,"JP40457888MEC0616301D4741699",1,"Curaçao"
11559,19,123,"TO66947958VDS0845616Y9503876",2,"Lesotho"
11560,22,35,"NK73816358JLL9155295I6235745",2,"Swaziland"
11561,48,40,"PM49775481IFC1362434S9783964",2,"Monaco"
11562,68,73,"WO08871413NKT6841467T3468263",2,"Anguilla"
11563,67,126,"LU36673777CVF4104803X8453840",2,"Mauritius"
11564,66,128,"BA67259025PVJ4450830O3373739",2,"Yemen"
11565,82,35,"XP81148057HUH9128867S8299299",1,"Korea, North"
11566,55,124,"UP34344816MED2938191W1698334",1,"Netherlands"
11567,32,89,"OZ01343933INM2427664F5481406",2,"Poland"
11568,2,112,"WD15843217YMI4748426M2974919",2,"Virgin Islands, United States"
11569,28,117,"XU41808680JVC1220577E5441819",2,"Svalbard and Jan Mayen Islands"
11570,71,45,"FS59823670FFP4164236S3416466",2,"Sint Maarten"
11571,46,139,"KW18887493HQR3844690V8891428",2,"Saudi Arabia"
11572,35,38,"HO22280154YDP1158492I6621561",2,"Montenegro"
11573,38,125,"UW49535113OWG2323118D4663444",1,"Aruba"
11574,24,101,"UB48830717UTK6618491S8413822",1,"Viet Nam"
11575,79,139,"VM51143147DHI6874137F3676204",2,"Peru"
11576,59,46,"TJ35197819SES6237526C1004321",2,"India"
11577,31,80,"RN25538624DVB0419387J5716923",1,"Sierra Leone"
11578,82,93,"GJ12474280HSE4006105B2119786",2,"Bangladesh"
11579,64,39,"AF45008579TTK5774584S2548561",2,"Australia"
11580,71,117,"HT17749828MKZ8546141P6266443",1,"Burkina Faso"
11581,21,72,"EE67925577BRW0822252I5804819",1,"Argentina"
11582,86,46,"EH37683786PDR4284904C6321152",2,"Isle of Man"
11583,84,126,"PB03522816EFW1523002C2407302",1,"Cape Verde"
11584,72,42,"VF21249876RHK7824389N2928622",1,"Palestine, State of"
11585,42,124,"OU02457125LMC0533588J8640925",2,"Benin"
11586,84,101,"BW81790285VHV7826954W9578856",2,"Montserrat"
11587,4,110,"FR34435113BWF2612837M7452403",1,"Macedonia"
11588,12,68,"DA57542205FIO8427813W6287501",2,"Tajikistan"
11589,34,35,"IY58720261CQB8306845L7125644",1,"Christmas Island"
11590,71,72,"NH62714143QXT6245484J8686425",1,"Belarus"
11591,85,77,"VM74925764GKV1377148V8408340",2,"Cambodia"
11592,41,58,"GK39345814TLH1285347L7358323",1,"Papua New Guinea"
11593,56,138,"DJ46842295HTM6452139P3583963",1,"Vanuatu"
11594,77,37,"LL56386297GKP1162722U6448834",1,"Wallis and Futuna"
11595,22,37,"YV73240670XSC7165187E7648875",1,"Luxembourg"
11596,73,87,"IG63865358PIK7978785Y2951514",2,"Faroe Islands"
11597,37,65,"YB87452334MTU2408053F3133536",1,"Philippines"
11598,14,115,"OG69248431RGU2415429X6197804",2,"Uganda"
11599,39,59,"WX22183375DWX6417350L4948799",2,"Uganda"
11600,35,110,"BI10349786BOT4034162S3611810",1,"Albania"
11601,81,119,"KO81574707WYM3613056U1149213",1,"Mayotte"
11602,56,57,"YD00213233LQD0445155R4242487",2,"Romania"
11603,70,31,"EW33955568VHS7073139E0756247",1,"Mali"
11604,27,37,"VQ02552752BCG1922313G7218377",1,"Paraguay"
11605,4,43,"GD23275498RUA0695634P6024591",2,"Belgium"
11606,16,137,"MQ71141843IWC7380407N3758610",1,"Egypt"
11607,17,133,"JR52637142WTH1568554Q0124163",2,"Sao Tome and Principe"
11608,54,67,"JX84771587KRI2768665C9206025",2,"Georgia"
11609,67,70,"PS17690841GVL8356377M2133745",1,"Montserrat"
11610,11,102,"VP83998741GBK6605114B6125123",2,"Gabon"
11611,59,109,"NU40160545NFD9133746U2775158",1,"Guadeloupe"
11612,65,130,"QT24265251DHM6208672X4599820",2,"Bahrain"
11613,26,74,"UY63892472YPW2850895J2333591",2,"Korea, South"
11614,2,109,"FQ96778338DBD0753451G6657571",2,"Congo (Brazzaville)"
11615,86,123,"CN08607651MON5254307T4432512",1,"Ireland"
11616,68,59,"PM56533443NJZ5548865L4143880",2,"Barbados"
11617,62,37,"TD22364684BZU3854780J4210379",2,"Holy See (Vatican City State)"
11618,73,38,"ZM77714781RXD3967479L9607546",2,"Jordan"
11619,28,68,"XJ44426685CVM2673564X0894493",1,"Laos"
11620,16,40,"FS48014832FBM8385657F8587832",1,"Central African Republic"
11621,16,58,"RA50236940ZRW8650625H4611348",1,"Trinidad and Tobago"
11622,29,64,"EK65174956LIX2845337N2419687",2,"Croatia"
11623,73,55,"DD80358057QPY4254188V1804113",2,"Cook Islands"
11624,38,79,"JJ31731162HSB4735376X4622134",2,"Saint Kitts and Nevis"
11625,23,129,"GP19318703LPX3334724U7873784",2,"Thailand"
11626,59,90,"JI86217668PBV5474168Q9214174",1,"Barbados"
11627,38,68,"HG85327881VPC3356365W7704373",1,"San Marino"
11628,21,40,"BB24471678ZOR8775143W4488615",2,"Botswana"
11629,22,99,"KH61396260LBW8818722T8358582",1,"Cuba"
11630,24,138,"EH58798824IHL5851494J4470605",2,"Tajikistan"
11631,64,101,"DQ96627974LUO3884655I1738478",1,"Argentina"
11632,26,48,"CZ14111646ARC9847863C4075313",1,"Martinique"
11633,15,120,"CH25499229XFW0321857G8384007",2,"Ecuador"
11634,67,110,"TS24113523QWN8968053W7628286",1,"Macedonia"
11635,66,62,"LW47501332UDQ6687738Y7049316",2,"Oman"
11636,70,55,"QV62053123RSY2183043P0241761",1,"Libya"
11637,55,125,"YH46527129BYN4813358S6581644",2,"Morocco"
11638,65,87,"MQ33710157MVP6893325X3671004",2,"Saint Kitts and Nevis"
11639,84,134,"NE23515964EXW1133604X2759141",2,"Christmas Island"
11640,4,38,"JO77579828IBG1067722V8848470",2,"Martinique"
11641,5,49,"SG55645347VJW7349525W5116382",1,"Mongolia"
11642,74,139,"ZJ32472122HWT3431011Z4084422",2,"Saint Pierre and Miquelon"
11643,19,63,"DP29523940KKN2245147C4962887",1,"Isle of Man"
11644,2,129,"PH36723211YTA0060474X2086187",2,"Faroe Islands"
11645,30,67,"RR27257548GBE0011865C4421992",1,"Thailand"
11646,33,138,"MQ93106424UTE3440821U4422423",1,"Cape Verde"
11647,60,131,"HC44055557XJM1084817L3123277",2,"Australia"
11648,87,129,"DC59352593TCM5881377Q0526365",2,"Myanmar"
11649,55,136,"YN98383823GGS1321372K1681625",2,"Luxembourg"
11650,3,82,"ND65538604BEH8406774K8758787",2,"Mayotte"
11651,29,44,"PY59132224DML7084281M3787128",2,"Maldives"
11652,87,97,"NK51713239DKC1635388P7836732",2,"Micronesia"
11653,45,132,"SN36771155RRI5178891X4234187",1,"Malaysia"
11654,33,110,"SR76671166JQF3974209L7633272",1,"Martinique"
11655,4,77,"WO76883056MDP9853163V4355400",1,"Djibouti"
11656,69,92,"GJ27479786JZB6384257G7563038",2,"Niue"
11657,25,71,"DO53997472VGX4861647K8747811",2,"French Guiana"
11658,74,49,"JH11015775RFH7145116F4773575",1,"Morocco"
11659,14,134,"UI24929242SMH3312159U7804731",2,"Panama"
11660,69,51,"SX54130877RFY8323338E2267686",2,"Cuba"
11661,69,136,"VJ31263603ISC5115393U4067515",2,"Macao"
11662,80,75,"YU77224907NUI4223685W7318516",1,"Moldova"
11663,80,78,"QW92435188BRJ6616201C4627651",2,"Svalbard and Jan Mayen Islands"
11664,87,93,"CN43125744XSP7469231Q7402774",1,"Honduras"
11665,58,128,"UI35171356AQJ1228525Q6250586",2,"Cocos (Keeling) Islands"
11666,66,119,"FB67671658XCP2756445O1376177",1,"Egypt"
11667,81,71,"WV87111861WZA2582807N5396487",2,"Yemen"
11668,79,131,"JV83554245OVS5052275J8612341",1,"Eritrea"
11669,28,124,"YN12521278JBX5935521L2815749",2,"Dominica"
11670,20,115,"IG46752664GRY8273614C5632221",1,"Syria"
11671,49,33,"GN63135373YUS0042228U6893248",1,"Bermuda"
11672,18,89,"VW30491180NIR9802757O3986391",2,"United Kingdom (Great Britain)"
11673,68,74,"XC46455221BHW3620953A7716658",1,"Brazil"
11674,82,133,"SE11160547EDW6832165I4309378",2,"Åland Islands"
11675,54,102,"KY43244241EHM8867479N5174146",2,"Egypt"
11676,71,48,"GC65423933UXB1763783I6733424",2,"Angola"
11677,40,123,"LD23116077GDD6785080M1133692",1,"Bangladesh"
11678,6,130,"YZ78416888IRV1648258U0870964",1,"Chad"
11679,68,32,"NR46015228HER0055631G9252723",1,"Tunisia"
11680,13,103,"ZW75393247KHN9671871H7305816",1,"Mauritius"
11681,61,90,"VD18421679BNM6448334A4646785",2,"Antarctica"
11682,35,76,"BE34786334MUG0721633H6134936",1,"Cyprus"
11683,44,69,"UV63852535HPC7058323Y0785376",2,"Jamaica"
11684,59,113,"XK53475967OUD0960723E5791521",2,"Greenland"
11685,54,51,"XY33667936IXL8383828U8662317",2,"Belgium"
11686,54,42,"WQ63269384PJH2934537I1950308",1,"Madagascar"
11687,25,91,"JE26231726IYV6527479S0842980",1,"Guadeloupe"
11688,48,107,"VF71621762QBD7577453K3661763",2,"French Polynesia"
11689,43,106,"YF46672150TZE8818977U8831673",2,"Luxembourg"
11690,40,32,"GG88364637TNQ4936818W0772206",1,"Switzerland"
11691,50,106,"OE07623344JFJ2439513W4127814",2,"Djibouti"
11692,31,78,"NI53802458TEL8455139S1572633",2,"Madagascar"
11693,69,96,"TB73719122LKR6435312F7633741",2,"Denmark"
11694,28,88,"VX41742480HEX8254192N2900135",2,"Laos"
11695,47,106,"WS54620377CPN4862432I5440571",2,"South Africa"
11696,70,134,"BJ23983762XUJ6048402J8726836",2,"Macedonia"
11697,48,85,"FT48881622SRO6314502L3353223",2,"El Salvador"
11698,38,73,"MO65417514HJF6771661J8745832",2,"Israel"
11699,15,39,"OF21757270YNA8805571U6814149",2,"Tajikistan"
11700,64,125,"EW58267126COP8216281D2463865",1,"Czech Republic"
11701,25,87,"LC62839028WCZ6654146P7839322",1,"Georgia"
11702,35,35,"BB41849119CVF8774475K5627586",2,"Georgia"
11703,30,109,"FO58511819BMI3213822C8018749",2,"Åland Islands"
11704,26,31,"OZ47480182HRP6548262I5055114",2,"Christmas Island"
11705,80,104,"JU46754384GUX2469574T7586579",2,"Saudi Arabia"
11706,11,33,"KK74246688DSF7623138C6575572",1,"Brunei"
11707,71,93,"PN70482194OEW2472216M6867270",2,"Wallis and Futuna"
11708,78,38,"SB18462788GAP8259727B3023755",1,"Svalbard and Jan Mayen Islands"
11709,83,41,"KZ29528388AWK5310071H5050364",1,"Barbados"
11710,8,107,"FR87345149KSG6352551X1738382",1,"Zambia"
11711,17,110,"HE33483365MYN4112672N5308002",2,"Saint Barthélemy"
11712,29,78,"JY82372711IUE5851489F2910111",2,"Kyrgyzstan"
11713,30,46,"KF60603564NPW1970115T1327128",2,"Georgia"
11714,40,63,"KT72408285AUS1651525B8527171",2,"Faroe Islands"
11715,36,126,"PQ52643578VRD8688801M4249853",2,"Mexico"
11716,47,82,"LY75048399XFO8209493N8566516",2,"Liberia"
11717,58,51,"ON38857551BSO5374902N7436230",2,"Nicaragua"
11718,58,97,"BF31786767BSY8158746A7374264",2,"Jamaica"
11719,6,56,"NY05346638UZO7281313W2762865",2,"Moldova"
11720,60,136,"IM11551745JRY5286363O4514781",1,"Congo (Brazzaville)"
11721,35,64,"TQ71412790KXN6387410R8282864",2,"Anguilla"
11722,39,53,"NK53880727HNA9752381J2556256",1,"Guadeloupe"
11723,30,81,"QT31680625XMH7058821H1938422",1,"Moldova"
11724,24,42,"XO61883647YDZ6317390E7811084",1,"Slovenia"
11725,37,54,"CF01398756ZOT5368465W6549543",2,"Armenia"
11726,18,102,"RU50714381VFN5171234X1746661",1,"Comoros"
11727,64,127,"KU35021752NOQ1164491R5331594",1,"Australia"
11728,34,81,"ZM41249344YSA6259450Q7816716",1,"Morocco"
11729,20,126,"TD61322117OCP5876120P3446277",1,"Equatorial Guinea"
11730,87,127,"TS60325085BYC3278168P4344211",1,"Lithuania"
11731,6,31,"YW17214181JNK4346829M6245080",2,"Hungary"
11732,74,41,"RP44361370YNK0062268K7787513",2,"Iraq"
11733,13,48,"XI35646471FGS8303678N6968467",1,"Macao"
11734,88,68,"FW56474778LHM6562737L2062696",1,"Oman"
11735,58,73,"QL72675596POK8737081K6121127",1,"Azerbaijan"
11736,51,78,"II18034666XKC4585967K2618013",2,"Jamaica"
11737,73,136,"DR74343602BYO7676533V9178725",1,"Saudi Arabia"
11738,55,88,"XU48728551OJA1848527N4454985",1,"Nicaragua"
11739,75,98,"CG50863427SQK8335787T0944297",1,"Bouvet Island"
11740,2,101,"HT22948725FVH0732831B2652138",2,"Congo, the Democratic Republic of the"
11741,84,82,"BW35476687MCU8241071H7352670",1,"Turkmenistan"
11742,44,122,"QU55298561KYB7413557E5246592",1,"Haiti"
